Open High Low Close Volume
0.0 133.97 132.28 133.75 3927000.0
0.0 134.84 133.12 134.62 4808000.0
0.0 134.38 133.25 133.66 4355500.0
0.0 133.23 131.69 132.56 6448100.0
0.0 134.12 132.69 133.91 3663700.0
0.0 136.55 134.66 136.47 5637800.0
0.0 137.97 135.38 136.97 9279500.0
0.0 138.78 136.16 138.38 6005300.0
0.0 138.42 136.5 136.72 4322300.0
0.0 137.06 135.06 135.06 6247400.0
0.0 135.5 132.0 132.56 4652000.0
0.0 133.75 130.88 132.06 11453700.0
0.0 133.73 132.31 133.69 6863900.0
0.0 132.67 130.66 132.11 10896300.0
0.0 136.5 134.69 135.97 9160800.0
0.0 136.62 135.22 135.47 4560800.0
0.0 136.06 134.03 134.81 6159600.0
0.0 135.25 133.69 134.75 6177800.0
0.0 136.36 134.94 135.88 2934500.0
0.0 135.47 134.5 134.95 2320500.0
0.0 134.56 133.38 134.06 3736000.0
0.0 135.44 131.88 131.94 6984500.0
0.0 132.81 130.31 132.45 15377600.0
0.0 133.94 132.16 133.75 8542300.0
0.0 134.0 133.09 133.56 2803900.0
0.0 132.47 130.16 130.75 9335200.0
0.0 131.84 129.75 130.6 13009100.0
0.0 131.81 127.0 127.88 12204200.0
0.0 128.38 126.31 127.75 13792900.0
0.0 129.75 128.28 128.59 6970300.0
0.0 128.81 125.59 128.34 11063400.0
0.0 129.12 126.75 126.81 7580300.0
0.0 129.44 126.97 128.75 7498900.0
0.0 128.56 126.62 128.47 11127100.0
0.0 130.88 128.75 130.75 6341600.0
0.0 131.97 128.69 130.62 11976000.0
0.0 132.81 130.69 132.62 10308200.0
0.0 133.0 131.5 131.88 6535600.0
0.0 133.88 131.23 133.88 9674300.0
0.0 134.12 133.31 133.66 4282000.0
0.0 133.31 131.19 131.59 8686100.0
0.0 131.31 128.19 128.19 10469300.0
0.0 129.19 126.75 128.16 10562200.0
0.0 126.75 124.5 124.88 14238700.0
0.0 125.94 123.44 125.78 9758800.0
0.0 128.25 125.94 127.0 14392900.0
0.0 129.47 127.12 128.25 9759400.0
0.0 129.0 126.62 129.0 9105400.0
0.0 131.22 129.56 130.09 8309600.0
0.0 130.47 128.75 129.44 8114300.0
0.0 130.69 127.81 127.81 6256300.0
0.0 130.31 128.25 130.12 5433300.0
0.0 134.86 132.19 134.56 10509700.0
0.0 137.69 135.72 137.0 10988600.0
0.0 137.0 135.56 135.56 4006500.0
0.0 137.25 134.59 134.59 6516900.0
0.0 136.38 135.12 135.5 7221300.0
0.0 137.36 135.77 136.53 7907500.0
0.0 139.11 136.78 137.88 7431500.0
0.0 138.38 136.75 138.0 4649200.0
0.0 138.69 136.28 136.7 4533700.0
0.0 138.39 136.08 137.72 6405600.0
0.0 138.5 137.47 138.5 4794100.0
0.0 139.98 137.12 139.75 11802900.0
0.0 140.25 139.41 140.08 2187500.0
0.0 143.0 140.09 141.25 7544800.0
0.0 142.94 141.31 141.62 9459000.0
0.0 143.0 141.62 142.62 4491000.0
0.0 142.97 142.0 142.49 4832100.0
0.0 143.0 141.5 142.47 4155400.0
0.0 142.84 140.38 141.22 5917900.0
0.0 142.44 140.0 142.06 4458100.0
0.0 142.88 141.25 141.38 1693400.0
0.0 141.92 140.44 140.94 7348600.0
0.0 142.31 139.0 139.39 7681900.0
0.0 140.5 139.0 140.41 6980200.0
0.0 141.38 140.38 141.25 6698300.0
0.0 145.34 143.03 143.84 10044900.0
0.0 143.72 142.25 142.78 3138800.0
0.0 143.31 141.38 141.62 10714000.0
0.0 142.06 140.5 140.72 4611200.0
0.0 142.22 139.38 141.41 6474700.0
0.0 142.81 140.88 141.88 5127300.0
0.0 142.72 141.28 142.12 4210800.0
0.0 142.48 140.62 140.75 5739000.0
0.0 142.2 140.03 141.48 6879000.0
0.0 142.66 141.16 142.12 5854800.0
0.0 143.31 142.06 142.69 4775400.0
0.0 143.19 141.09 141.66 4608700.0
0.0 144.06 141.34 143.81 7981300.0
0.0 144.19 142.97 144.19 5377500.0
0.0 146.48 145.0 146.48 5721700.0
0.0 146.78 145.06 146.28 2691000.0
0.0 146.5 145.48 146.19 4084500.0
0.0 146.81 145.31 146.81 3001000.0
0.0 147.56 146.19 146.64 3641300.0
0.0 147.5 146.25 146.88 3172700.0
148.25 148.25 143.88 145.44 8164300.0
143.53 144.06 139.64 139.75 8085300.0
139.94 141.53 137.25 140.0 12177900.0
139.62 141.5 138.88 139.56 6142800.0
140.31 145.75 140.06 145.75 8066600.0
146.25 146.91 145.03 146.38 5741200.0
145.81 146.09 143.5 144.31 7433700.0
144.59 144.59 142.88 143.06 6907700.0
144.47 145.75 143.28 144.91 5156300.0
146.53 147.47 145.97 146.97 7437300.0
145.34 146.62 145.19 145.81 6488500.0
145.31 146.47 145.0 146.25 6152900.0
146.97 146.97 143.81 144.75 5800100.0
145.5 145.5 144.06 144.44 6244800.0
145.66 145.84 139.41 140.34 7896900.0
140.52 141.62 139.0 141.16 9938500.0
141.0 141.55 140.09 140.81 5158100.0
141.84 142.22 138.12 140.31 10875400.0
139.44 140.06 135.53 135.88 11916200.0
135.81 139.67 135.0 139.56 10768700.0
139.75 141.69 138.53 140.94 8423900.0
141.28 142.25 140.38 141.06 6205900.0
142.06 143.25 140.0 143.19 7997500.0
143.19 144.0 142.12 142.59 4925400.0
142.56 142.78 141.44 142.38 5846800.0
143.97 144.56 143.62 144.31 4936500.0
144.47 144.47 141.27 141.28 8511500.0
141.62 142.56 140.88 141.56 6690600.0
141.84 141.94 138.03 139.2 9848800.0
139.78 139.78 138.31 139.5 8528800.0
139.25 141.22 137.8 141.09 11083300.0
140.38 140.94 138.8 139.19 8845200.0
140.44 140.44 138.22 138.28 7584200.0
138.88 138.88 134.62 135.06 9401200.0
135.19 136.34 133.53 134.97 16415800.0
135.62 137.47 134.5 136.56 12118700.0
136.69 137.03 133.09 135.38 16625000.0
135.19 136.72 133.12 133.33 10559900.0
