100 100000 0.95 gpomdp sample_bernstein 30000000
8840 4636 -0.545491463322 1.77023099076e-05 -13.2351446533 -9.60359949087
8841 5772 -0.545504190368 2.5383373728e-05 -13.2351274504 -9.54017889652
8842 3983 -0.545526367599 1.82657743462e-05 -13.2350974868 -9.5614981163
8843 4743 -0.545540437076 1.80783863919e-05 -13.2350784861 -9.59780561139
8844 5636 -0.54555310842 2.23493632569e-05 -13.2350613793 -9.65209180946
8845 4919 -0.545570732959 2.20169925255e-05 -13.2350375944 -9.56498298445
8846 4304 -0.545587937942 1.87594691215e-05 -13.2350143859 -9.55340645166
8847 4922 -0.545602471845 2.30988020962e-05 -13.2349947882 -9.5900226742
8848 3963 -0.545621405502 2.15676500549e-05 -13.2349692685 -9.62689514115
8849 3638 -0.5456402256 1.02512468119e-05 -13.2349439138 -9.52990259005
8850 8077 -0.545647504921 2.69727298833e-05 -13.2349341101 -9.56250575331
8851 4861 -0.545668734265 2.37126955012e-05 -13.2349055291 -9.57619807879
8852 3879 -0.545690644058 1.73425399991e-05 -13.2348760479 -9.61060744072
8853 4846 -0.545703365147 1.92039993818e-05 -13.2348589382 -9.66982660062
8854 5383 -0.545717432876 2.21029595976e-05 -13.2348400235 -9.64241259489
8855 4779 -0.54573504726 2.18751608584e-05 -13.2348163497 -9.56979730121
8856 4146 -0.545752175592 1.79001579383e-05 -13.234793339 -9.61751448147
8857 4995 -0.545765153321 2.02844455738e-05 -13.234775911 -9.65198686084
8858 5080 -0.545780906991 2.36187233533e-05 -13.2347547627 -9.55101110253
8859 3968 -0.545800694124 1.845225624e-05 -13.2347282115 -9.61387459643
8860 4638 -0.545815510936 2.08382306666e-05 -13.2347083383 -9.62174897484
8861 4390 -0.545831606278 2.08424721382e-05 -13.2346867587 -9.56791006283
8862 4265 -0.545849134032 1.64802943404e-05 -13.2346632684 -9.64020027815
8863 5867 -0.545861395656 2.11355313737e-05 -13.2346468418 -9.60828582655
8864 5913 -0.545878006186 2.53037532923e-05 -13.2346245971 -9.62398110178
8865 4002 -0.545899004664 1.8637685871e-05 -13.2345964894 -9.62519487101
8866 4676 -0.545913949298 2.01135906924e-05 -13.2345764942 -9.66542316736
8867 4810 -0.545929865722 2.04219826619e-05 -13.234555207 -9.53685262367
8868 4674 -0.545945050839 2.37824413768e-05 -13.2345349057 -9.63212604276
8869 3485 -0.54596483966 1.60840258507e-05 -13.2345084614 -9.64513618434
8870 4739 -0.545976214614 1.83991513612e-05 -13.2344932667 -9.57661274513
8871 5438 -0.545989121043 2.39717135112e-05 -13.2344760314 -9.6172744529
8872 4495 -0.546010945099 1.86833694301e-05 -13.2344469004 -9.56686840117
8873 5175 -0.546024582377 1.86132623624e-05 -13.2344287052 -9.65106176189
8874 6505 -0.546040526076 2.39104128329e-05 -13.2344074407 -9.64435329311
8875 5174 -0.546059639213 2.39546082033e-05 -13.2343819603 -9.5771277085
8876 4012 -0.546080981393 2.14377980057e-05 -13.2343535228 -9.58311505465
8877 3854 -0.546100594468 1.21500664747e-05 -13.2343274027 -9.6481347284
8878 7170 -0.546108017426 2.70103153269e-05 -13.2343175204 -9.59547352573
8879 4273 -0.546130905455 2.06470079988e-05 -13.2342870608 -9.56913247702
8880 4378 -0.546149394771 1.38970678242e-05 -13.234262468 -9.60429312009
8881 7504 -0.546160581977 2.61094883722e-05 -13.2342475933 -9.619099061
8882 4760 -0.546181055625 2.11926407257e-05 -13.2342203821 -9.63102740835
8883 4480 -0.546198101565 2.27191810974e-05 -13.2341977373 -9.6137842217
8884 3707 -0.546217372742 1.81511642386e-05 -13.2341721481 -9.61767393924
8885 4589 -0.546232943656 2.17423432445e-05 -13.2341514814 -9.63890698599
8886 4217 -0.546251054276 2.00745029323e-05 -13.2341274541 -9.62101682152
8887 4396 -0.546267377348 2.28640292357e-05 -13.2341058078 -9.61973807383
8888 3755 -0.546288560878 1.59596524676e-05 -13.2340777292 -9.61512807822
8889 5419 -0.546300419119 2.36979042833e-05 -13.2340620178 -9.5733365458
8890 4267 -0.546320291297 2.44628767844e-05 -13.234035699 -9.64413852305
8891 3167 -0.546344408072 1.4159687919e-05 -13.2340037764 -9.62397293265
8892 5094 -0.546354859145 2.05638149671e-05 -13.2339899487 -9.58707681161
8893 5134 -0.546370687573 2.20326424452e-05 -13.2339690133 -9.61104861796
8894 4554 -0.546388279155 2.10576973006e-05 -13.2339457556 -9.64502022056
8895 4535 -0.546406590903 2.22911086832e-05 -13.2339215569 -9.59143832912
8896 3895 -0.546425423833 1.72859013719e-05 -13.2338966812 -9.60629480794
8897 5050 -0.546439385167 1.77425238918e-05 -13.2338782479 -9.59870100125
8898 6317 -0.546451878011 2.73287129427e-05 -13.2338617589 -9.58480781456
8899 3614 -0.546476412199 1.97066392411e-05 -13.2338293922 -9.66149945247
8900 3836 -0.546493829294 1.60486528373e-05 -13.233806427 -9.58114861787
8901 5383 -0.546505632861 2.52643797029e-05 -13.2337908692 -9.61691197188
8902 3682 -0.546528161683 1.96236460656e-05 -13.2337611878 -9.58534856652
8903 3913 -0.546544494335 1.86093707221e-05 -13.2337396805 -9.58358201131
8904 4586 -0.546559509781 2.00029430452e-05 -13.2337199156 -9.63345969051
8905 4784 -0.546575589827 1.80926520357e-05 -13.2336987577 -9.60544978316
8906 5836 -0.546588551086 2.52924095341e-05 -13.2336817098 -9.59965010218
8907 3919 -0.546610467841 1.81149104022e-05 -13.2336528955 -9.69317250406
8908 4763 -0.546625374567 1.9782291321e-05 -13.2336333066 -9.61866719523
8909 5007 -0.546640016663 2.07673740065e-05 -13.2336140727 -9.53160201788
8910 4910 -0.546655948335 2.00486283558e-05 -13.233593153 -9.56770815024
8911 5233 -0.546672046026 2.18455968937e-05 -13.2335720239 -9.63093378771
8912 4601 -0.546688281885 2.0631194293e-05 -13.2335507222 -9.63672940168
8913 4665 -0.546705338489 2.15361399938e-05 -13.2335283532 -9.60141953064
8914 4198 -0.546722777032 2.10489783099e-05 -13.2335054934 -9.61870349646
8915 4245 -0.546742211775 1.72839686449e-05 -13.2334800288 -9.62167980697
8916 5512 -0.546754526002 2.19645429554e-05 -13.2334639005 -9.63784115219
8917 4900 -0.546771688067 2.27246517156e-05 -13.2334414313 -9.57871756721
8918 4165 -0.546790589807 1.7786127824e-05 -13.2334166959 -9.54997966485
8919 5077 -0.546803686712 2.29533460494e-05 -13.2333995639 -9.57771759127
8920 4119 -0.546822731597 1.80843570894e-05 -13.2333746616 -9.58508749321
8921 4947 -0.546836375446 1.91354413342e-05 -13.2333568289 -9.60385686833
8922 5737 -0.546851491922 2.35051677188e-05 -13.2333370788 -9.59444234989
8923 4462 -0.54687083915 1.82244423973e-05 -13.2333118122 -9.62227154872
8924 5479 -0.546885212342 2.50293368957e-05 -13.2332930496 -9.55819226293
8925 3910 -0.546907596632 1.45466443414e-05 -13.2332638431 -9.55743490101
8926 6272 -0.546918506731 2.36375504586e-05 -13.233249614 -9.60070115606
8927 4702 -0.546935447458 2.31225086608e-05 -13.2332275275 -9.58351391667
8928 3877 -0.546955107487 1.58441416628e-05 -13.2332019078 -9.60996365122
8929 5299 -0.546965204132 1.99220189416e-05 -13.2331887555 -9.5604613264
8930 5551 -0.546979513314 2.16244633715e-05 -13.2331701216 -9.57153754792
8931 5036 -0.54699558162 2.31965114185e-05 -13.2331492051 -9.60315120918
8932 3902 -0.547013787525 1.27545508904e-05 -13.2331255164 -9.65023331416
8933 7003 -0.547021801777 2.63633210194e-05 -13.2331150922 -9.56378872786
8934 4430 -0.547043510432 2.2653995857e-05 -13.2330868663 -9.61785662187
8935 3699 -0.547063082602 1.71452069366e-05 -13.2330614317 -9.57088890988
8936 4761 -0.547076330133 2.11117172863e-05 -13.2330442235 -9.6175776193
8937 4531 -0.547093491536 1.79674067242e-05 -13.23302194 -9.61188786686
8938 5429 -0.547106042423 2.42120850639e-05 -13.2330056493 -9.58732751286
8939 4028 -0.547125838363 1.87119317613e-05 -13.2329799655 -9.62021402517
8940 4546 -0.547139585879 1.80400231662e-05 -13.2329621367 -9.54836819913
8941 5502 -0.547152332573 2.32107962395e-05 -13.2329456116 -9.5861039464
8942 4380 -0.547170703065 2.25779381725e-05 -13.2329218051 -9.5811536212
8943 3772 -0.547190335429 1.53208046125e-05 -13.2328963759 -9.56608217892
8944 5526 -0.547201057621 2.31638041532e-05 -13.2328824932 -9.55990320801
8945 4647 -0.547220694096 1.86101607123e-05 -13.2328570786 -9.54836268289
8946 5465 -0.547234597557 2.38983139915e-05 -13.2328390918 -9.59702505212
8947 4210 -0.54725416866 1.8542917007e-05 -13.2328137837 -9.60313129355
8948 4994 -0.547269047926 2.07996150761e-05 -13.2327945513 -9.61821160725
8949 4867 -0.547285195981 1.99593783588e-05 -13.2327736874 -9.61726724912
8950 5300 -0.547301611959 2.24432006873e-05 -13.2327524862 -9.64189412632
8951 4490 -0.547319056652 2.06350873932e-05 -13.2327299663 -9.52072563188
8952 4608 -0.547336207845 1.66567094239e-05 -13.2327078352 -9.62202390743
8953 6083 -0.547347087282 1.89963590802e-05 -13.232693802 -9.6128150237
8954 6706 -0.54735892812 2.44357064845e-05 -13.2326785331 -9.57368003291
8955 5262 -0.547379440122 2.12512298545e-05 -13.2326520939 -9.57391804454
8956 5136 -0.547396729229 2.32421020997e-05 -13.2326298198 -9.57618213185
8957 4213 -0.547416215785 1.88178965352e-05 -13.2326047266 -9.69454372013
8958 4981 -0.547432624121 1.98504198123e-05 -13.2325836071 -9.63679434402
8959 5215 -0.547447217509 2.09018336262e-05 -13.2325648312 -9.58270858943
8960 5175 -0.547463376482 2.33413125397e-05 -13.2325440493 -9.6433631428
8961 4243 -0.547483946677 2.19143785856e-05 -13.2325176069 -9.56448016935
8962 3836 -0.547503219278 1.45263697634e-05 -13.2324928453 -9.59145062468
8963 5792 -0.547511967861 2.30262974863e-05 -13.2324816091 -9.62985151088
8964 4738 -0.547530099845 1.86196875726e-05 -13.2324583296 -9.60577966249
8965 5392 -0.547542505034 2.27903226118e-05 -13.232442409 -9.61961460024
8966 4543 -0.547561125526 2.01293365701e-05 -13.2324185214 -9.61944049588
8967 4687 -0.54757662521 1.85397238875e-05 -13.2323986463 -9.59914203666
8968 5296 -0.547589525755 2.14806268532e-05 -13.2323821101 -9.59667073612
8969 4814 -0.54760554005 2.15003394473e-05 -13.2323615904 -9.60028637437
8970 4474 -0.547622641242 1.76656664708e-05 -13.2323396874 -9.63707483866
8971 5664 -0.547636219463 2.0018693946e-05 -13.2323223036 -9.56125938265
8972 5888 -0.547650181114 2.22133933204e-05 -13.2323044353 -9.5603690126
8973 5062 -0.547665552366 2.03591846153e-05 -13.2322847705 -9.53756154405
8974 4954 -0.547680101178 2.10542417033e-05 -13.2322661651 -9.61782838943
8975 4543 -0.547695206415 2.03228113734e-05 -13.2322468556 -9.59881660845
8976 4606 -0.547711295787 2.33630901477e-05 -13.2322262965 -9.5452128054
8977 3559 -0.547730625582 2.22503045754e-05 -13.2322016082 -9.56832071015
8978 3109 -0.547751814309 1.69731876783e-05 -13.2321745599 -9.57609729755
8979 4067 -0.547765571235 1.4613830613e-05 -13.2321570066 -9.58395449732
8980 6395 -0.547775663375 2.42921128118e-05 -13.2321441335 -9.58527176875
8981 4667 -0.547794464758 1.98920523696e-05 -13.2321201602 -9.60261358725
8982 4846 -0.547809252608 1.97638153714e-05 -13.2321013129 -9.60872789048
8983 5200 -0.547824362993 2.22038329705e-05 -13.2320820619 -9.59012692737
8984 4591 -0.547843312125 2.02439305335e-05 -13.2320579312 -9.58590432373
8985 4665 -0.547858957331 1.96152750602e-05 -13.2320380168 -9.58127088728
8986 5142 -0.547874376611 2.21138243688e-05 -13.232018398 -9.58126502514
8987 4502 -0.547891726105 2.07916915985e-05 -13.2319963327 -9.60703026027
8988 4552 -0.5479091636 1.56489683311e-05 -13.2319741657 -9.56382207987
8989 6749 -0.547920427944 2.29048886961e-05 -13.2319598515 -9.60459822929
8990 5888 -0.547938820306 2.34556168442e-05 -13.2319364885 -9.60955122148
8991 4766 -0.547957752276 2.00564755243e-05 -13.2319124519 -9.66015180995
8992 4968 -0.547973127483 2.02802385133e-05 -13.2318929398 -9.63921946596
8993 5115 -0.547988577674 2.05251278665e-05 -13.2318733405 -9.63679335143
8994 5014 -0.548004174827 2.13934481173e-05 -13.2318535628 -9.57212422346
8995 4586 -0.54802026149 2.11778144057e-05 -13.231833173 -9.61131266703
8996 4515 -0.548038139784 2.11807535006e-05 -13.2318105223 -9.60328376033
8997 4142 -0.548053893042 2.03306485163e-05 -13.2317905728 -9.57192998705
8998 4211 -0.548070381814 1.85286734857e-05 -13.2317697007 -9.62725996207
8999 4893 -0.548084496359 2.14437002999e-05 -13.2317518412 -9.6219881333
9000 4514 -0.548101352941 2.06793358874e-05 -13.2317305208 -9.55628102771
9001 4481 -0.548118060621 1.93410317611e-05 -13.2317093981 -9.68605732324
9002 4915 -0.548133253732 1.9369784505e-05 -13.2316901983 -9.64749397384
9003 5752 -0.54815058416 2.13003570231e-05 -13.2316683069 -9.60637051357
9004 5341 -0.548165395399 2.19949128042e-05 -13.2316496056 -9.56376801189
9005 4876 -0.548183298609 1.86867206365e-05 -13.23162701 -9.58485125593
9006 5369 -0.548195789772 2.26614890587e-05 -13.2316112513 -9.56264958968
9007 4534 -0.548214528649 2.32646787791e-05 -13.2315876203 -9.51506308736
9008 3638 -0.54823509598 1.68524765783e-05 -13.2315616969 -9.58531880388
9009 4691 -0.548247680485 2.13637432502e-05 -13.2315458421 -9.6313828081
9010 4485 -0.548266088204 2.0220004136e-05 -13.2315226604 -9.56759912524
9011 4499 -0.548281165803 1.95427106095e-05 -13.2315036809 -9.53180761545
9012 4775 -0.548296012858 2.21887420604e-05 -13.231484999 -9.58393516323
9013 4225 -0.548314227527 1.97421937677e-05 -13.2314620897 -9.62169060342
9014 4412 -0.548329613721 1.71111784278e-05 -13.2314427465 -9.54070053466
9015 5557 -0.54834064662 2.08977132093e-05 -13.231428881 -9.60996282761
9016 5588 -0.548356689971 2.4259779348e-05 -13.231408726 -9.61470602711
9017 4038 -0.548376188155 1.78269427405e-05 -13.2313842421 -9.57774491475
9018 4912 -0.548389115105 2.14708915623e-05 -13.2313680168 -9.55518511721
9019 4565 -0.548405503897 1.70225747413e-05 -13.2313474543 -9.62987270881
9020 5886 -0.548417184824 2.1403628761e-05 -13.2313328041 -9.57355825219
9021 5554 -0.548432725845 2.07032113826e-05 -13.2313133195 -9.64065180839
9022 5373 -0.548447005838 2.13983980362e-05 -13.2312954231 -9.59315390873
9023 5031 -0.548464109215 2.38521488824e-05 -13.2312739972 -9.6076095526
9024 4065 -0.548485737356 2.10982945524e-05 -13.2312469169 -9.54195668038
9025 3777 -0.548502975799 1.82027479232e-05 -13.2312253441 -9.59814512303
9026 4636 -0.548518459119 1.99919903612e-05 -13.2312059761 -9.61351428373
9027 4789 -0.548533839557 2.03518003503e-05 -13.2311867448 -9.60536593653
9028 4750 -0.548549368822 2.02827800037e-05 -13.2311673353 -9.57018508012
9029 4830 -0.548565078464 1.66781240996e-05 -13.2311477085 -9.65226312365
9030 6507 -0.548576583427 2.55194417157e-05 -13.2311333401 -9.54062272008
9031 4400 -0.548597786414 1.85887896531e-05 -13.2311068714 -9.60822666872
9032 5089 -0.548611982882 1.9746931162e-05 -13.2310891576 -9.61086951697
9033 5250 -0.548625630286 2.23267957622e-05 -13.2310721353 -9.61943601747
9034 4545 -0.548643354148 2.16480694079e-05 -13.2310500376 -9.53620696255
9035 4216 -0.548661364187 1.75228276329e-05 -13.2310275939 -9.64982768136
9036 5136 -0.548673678099 1.70047640114e-05 -13.2310122548 -9.57643224479
9037 6698 -0.548685291351 2.63413204816e-05 -13.2309977931 -9.61478675749
9038 4189 -0.548707475047 2.05690515402e-05 -13.2309701807 -9.62721923384
9039 4181 -0.548724951823 1.2493159987e-05 -13.2309484387 -9.68396547774
9040 7792 -0.548733121066 2.72633113502e-05 -13.2309382792 -9.6317092434
9041 4516 -0.548755480281 2.37384097244e-05 -13.230910484 -9.5142875867
9042 3631 -0.548778914392 1.57202866221e-05 -13.2308813704 -9.51754797195
9043 5140 -0.548790110713 1.76461426081e-05 -13.230867467 -9.5200624732
9044 6539 -0.5488021311 2.62360866756e-05 -13.230852545 -9.58307356666
9045 4005 -0.548823499987 1.34621032843e-05 -13.2308260296 -9.67023629897
9046 6835 -0.548832202248 2.55646391167e-05 -13.2308152358 -9.58529014788
9047 4434 -0.548851851146 2.07084131797e-05 -13.2307908738 -9.61304424743
9048 4550 -0.548870289923 2.01722818122e-05 -13.2307680238 -9.55175347306
9049 4636 -0.54888583891 2.07130984416e-05 -13.2307487637 -9.59446491379
9050 4572 -0.548901709082 1.76829621842e-05 -13.2307291141 -9.66576717733
9051 5728 -0.548914322831 2.1401029908e-05 -13.2307135023 -9.56662535347
9052 5281 -0.54892944519 1.95041867952e-05 -13.2306947927 -9.62687011077
9053 5569 -0.548942785402 2.40651217074e-05 -13.2306782943 -9.59745166802
9054 4336 -0.548963257779 1.93903172315e-05 -13.2306529868 -9.64311344865
9055 4772 -0.548978917829 1.68138879551e-05 -13.2306336376 -9.60778534837
9056 6323 -0.548990133268 2.28432163131e-05 -13.2306197851 -9.61599129654
9057 5165 -0.549006632959 1.85336123969e-05 -13.2305994134 -9.60913010368
9058 5983 -0.549019525236 1.87761063624e-05 -13.2305835019 -9.54590281974
9059 6983 -0.549032166773 2.49537762804e-05 -13.2305679053 -9.56003654503
9060 5135 -0.549052959188 2.1904071394e-05 -13.2305422641 -9.61563755746
9061 4753 -0.54907124964 1.81593669683e-05 -13.2305197201 -9.55984268293
9062 5568 -0.549084022688 2.12571280776e-05 -13.2305039832 -9.60432453402
9063 5432 -0.549100724232 2.51992523322e-05 -13.2304834145 -9.58519858936
9064 3735 -0.549123573197 1.45674644596e-05 -13.2304552899 -9.62888900974
9065 5840 -0.549133779256 2.22767227709e-05 -13.230442733 -9.60213742917
9066 4919 -0.549150202072 1.93767832833e-05 -13.2304225346 -9.59080194739
9067 5473 -0.549164844595 2.31356498094e-05 -13.2304045333 -9.58343991965
9068 4445 -0.549183333722 2.31379425366e-05 -13.2303818133 -9.5973535459
9069 3545 -0.549203347252 1.8538391356e-05 -13.2303572328 -9.66030283085
9070 4150 -0.549219072037 2.01649924572e-05 -13.230337929 -9.59954631886
9071 4154 -0.549234858007 1.99543893495e-05 -13.2303185584 -9.56979913316
9072 4315 -0.549250589495 1.98269094017e-05 -13.2302992629 -9.57987136676
9073 4653 -0.549267183226 2.2704063847e-05 -13.2302789187 -9.61711591046
9074 3886 -0.549286154863 1.82635869837e-05 -13.2302556704 -9.60430405648
9075 4546 -0.549299782465 2.1896683793e-05 -13.2302389782 -9.61866532226
9076 3945 -0.5493172189 1.6846179355e-05 -13.2302176296 -9.6852015136
9077 5269 -0.549330175579 2.32993457362e-05 -13.2302017723 -9.64617903866
9078 4339 -0.549350046474 2.09679507952e-05 -13.2301774639 -9.60376818416
9079 4133 -0.549367272772 1.98005385873e-05 -13.2301564012 -9.59834038445
9080 4411 -0.549383346895 1.97741544052e-05 -13.2301367562 -9.59547764795
9081 4655 -0.549398736992 2.42186365752e-05 -13.2301179553 -9.57052519351
9082 3388 -0.549419525077 1.85536908882e-05 -13.2300925724 -9.59886093411
9083 3891 -0.549434110642 1.80879239879e-05 -13.2300747716 -9.65815160432
9084 4635 -0.549447918415 2.0529491123e-05 -13.2300579265 -9.60428791985
9085 4569 -0.549463405565 2.02736774332e-05 -13.2300390402 -9.6051211388
9086 4574 -0.549478490743 1.99201786462e-05 -13.2300206517 -9.57577676726
9087 4881 -0.549494136073 2.31251244199e-05 -13.2300015884 -9.60203941814
9088 3856 -0.549512582882 1.74666870211e-05 -13.2299791221 -9.64685623512
9089 4737 -0.549525045133 2.26109016673e-05 -13.2299639507 -9.60751923311
9090 4059 -0.549544311021 1.86054997486e-05 -13.2299405067 -9.62727446935
9091 4682 -0.549558939971 1.99754096063e-05 -13.2299227136 -9.62824516914
9092 4778 -0.54957404732 1.8561347648e-05 -13.229904346 -9.60250265264
9093 5667 -0.549587611137 2.47651487346e-05 -13.2298878614 -9.60272797895
9094 3994 -0.549608679083 2.13741216334e-05 -13.229862269 -9.55735112194
9095 3680 -0.549626200408 1.74857853489e-05 -13.2298409961 -9.60531205833
9096 4664 -0.549640270511 2.01774198737e-05 -13.2298239208 -9.65011278923
9097 4759 -0.549655840101 2.00009872098e-05 -13.2298050333 -9.60366540746
9098 5029 -0.54967138534 2.23536804483e-05 -13.2297861834 -9.6335236013
9099 4357 -0.549689096119 1.7305442007e-05 -13.2297647173 -9.57128606697
9100 5376 -0.54970066186 1.87322238631e-05 -13.2297507049 -9.60006080369
9101 6168 -0.549713481164 2.11991247822e-05 -13.2297351789 -9.57790126332
9102 5719 -0.549727943003 2.03384846994e-05 -13.2297176701 -9.62049280671
9103 5789 -0.549741549685 2.18930287526e-05 -13.2297012029 -9.56549146724
9104 5151 -0.549757120564 2.28775779572e-05 -13.2296823662 -9.49280931492
9105 4232 -0.549775469364 2.19862302985e-05 -13.2296601792 -9.60205244995
9106 3760 -0.549794735527 1.56062382238e-05 -13.229636895 -9.56606569603
9107 5434 -0.549805673985 2.26891597745e-05 -13.2296236807 -9.5930966828
9108 4649 -0.549824748847 2.19534967415e-05 -13.2296006467 -9.5757225553
9109 4205 -0.549843252541 2.07473659578e-05 -13.229578314 -9.57879133915
9110 4269 -0.549861587098 1.62302789283e-05 -13.2295561965 -9.60425640531
9111 5763 -0.549871980756 2.27073534758e-05 -13.2295436634 -9.57581390763
9112 4638 -0.549888056904 1.96812797853e-05 -13.229524285 -9.54483136386
9113 4998 -0.549903445373 2.46197224858e-05 -13.2295057437 -9.58859347324
9114 3512 -0.549924654125 1.79862482311e-05 -13.2294802024 -9.56008202352
9115 4365 -0.549939811819 1.79696357917e-05 -13.2294619574 -9.62230952044
9116 5334 -0.549952907754 2.35858422227e-05 -13.2294462002 -9.60331089457
9117 4148 -0.549971992194 1.97048775019e-05 -13.2294232478 -9.61420328858
9118 4563 -0.549989425752 1.95036245919e-05 -13.2294022914 -9.62942976298
9119 4961 -0.550004796417 2.37032387291e-05 -13.229383823 -9.52784862877
9120 3835 -0.550025164651 1.84393723055e-05 -13.2293593621 -9.56910082758
9121 4519 -0.550039707058 2.19816224402e-05 -13.229341906 -9.56206761189
9122 3887 -0.550057073593 1.43510239402e-05 -13.2293210691 -9.59607461863
9123 6087 -0.550066122829 2.25166681657e-05 -13.2293102155 -9.61491771976
9124 5317 -0.5500835331 2.02886621953e-05 -13.2292893414 -9.59979938466
9125 5324 -0.550098101455 1.9970281756e-05 -13.2292718823 -9.5811317447
9126 5505 -0.550112511763 2.25099545505e-05 -13.2292546195 -9.64955125638
9127 4658 -0.550130205859 2.09603469613e-05 -13.2292334324 -9.62409439606
9128 4465 -0.550146837261 1.84691436528e-05 -13.2292135272 -9.62898128655
9129 5154 -0.550160447698 2.14181726429e-05 -13.2291972444 -9.61125918172
9130 4750 -0.550176553607 1.93666264641e-05 -13.2291779841 -9.60579633715
9131 5193 -0.550190896229 2.26852230919e-05 -13.2291608397 -9.5477438668
9132 4350 -0.550208818301 2.15646041712e-05 -13.2291394261 -9.66536316139
9133 3933 -0.550227150958 1.70807186732e-05 -13.229117533 -9.57572989445
9134 5218 -0.550240775684 1.97663149148e-05 -13.2291012694 -9.59272586575
9135 5368 -0.550254128548 2.45278403206e-05 -13.2290853362 -9.63812880194
9136 3863 -0.550275368968 1.87799974238e-05 -13.2290600035 -9.55649890021
9137 4386 -0.550290529916 2.02135467732e-05 -13.2290419307 -9.59907210903
9138 4530 -0.550306680303 2.00058125315e-05 -13.2290226868 -9.55759681655
9139 4800 -0.550322645742 2.47733637564e-05 -13.2290036717 -9.60440162165
9140 3360 -0.550344879462 1.80708602733e-05 -13.2289772051 -9.57575291071
9141 3951 -0.550358694614 1.2409728332e-05 -13.228960768 -9.64407451727
9142 7470 -0.550367593327 2.3713825514e-05 -13.2289501838 -9.61037506414
9143 5662 -0.550384130202 2.10922565522e-05 -13.2289305217 -9.58132930741
9144 5522 -0.550399603682 1.95229127731e-05 -13.2289121321 -9.60901849502
9145 5826 -0.550412521646 2.14568151533e-05 -13.2288967857 -9.57886088865
9146 5500 -0.550428373258 2.10102365471e-05 -13.2288779617 -9.6162761847
9147 5056 -0.550442769983 1.92648913888e-05 -13.2288608726 -9.57055182811
9148 5530 -0.550456254214 2.40295620337e-05 -13.2288448728 -9.57465290843
9149 4242 -0.55047567996 1.44245815426e-05 -13.2288218338 -9.54399818262
9150 6685 -0.550484870032 2.29685704091e-05 -13.2288109386 -9.58577418094
9151 5589 -0.550501842021 2.02672345613e-05 -13.2287908251 -9.55905825272
9152 5539 -0.550515271942 2.20014764789e-05 -13.228774916 -9.58934818817
9153 4921 -0.550531800763 2.09922819784e-05 -13.2287553442 -9.60167098797
9154 4838 -0.550549013675 1.90105104371e-05 -13.2287349719 -9.60775402571
9155 5478 -0.550562606351 2.30738760054e-05 -13.2287188913 -9.55094270412
9156 4525 -0.55058058241 2.07581831049e-05 -13.2286976344 -9.61656429404
9157 4210 -0.550595991058 1.86124464252e-05 -13.228679422 -9.57035530619
9158 4817 -0.550609725798 1.90120298935e-05 -13.2286631947 -9.642704109
9159 5344 -0.550623422734 1.86796467504e-05 -13.2286470182 -9.56092143132
9160 5784 -0.550634632609 2.32107975331e-05 -13.2286337837 -9.57664186452
9161 4587 -0.550652867171 1.95643409854e-05 -13.2286122646 -9.57818296558
9162 4820 -0.550666552512 2.11289270653e-05 -13.2285961213 -9.59783574649
9163 4512 -0.550682418306 1.74949582348e-05 -13.2285774138 -9.55306416781
9164 5590 -0.550694545102 2.24114331449e-05 -13.2285631206 -9.53933267314
9165 4723 -0.550711264126 1.91753652891e-05 -13.2285434227 -9.5697537254
9166 5256 -0.550725547908 1.94399139787e-05 -13.2285266012 -9.55998338171
9167 5551 -0.550738698261 2.10076009055e-05 -13.2285111206 -9.63034492105
9168 5245 -0.55075322681 1.84403999411e-05 -13.2284940241 -9.65502242815
9169 6032 -0.550765684053 2.40855101229e-05 -13.2284793706 -9.57768859866
9170 4417 -0.550783789194 1.85912028729e-05 -13.2284580826 -9.64477536081
9171 5281 -0.550798373223 2.12168177322e-05 -13.2284409426 -9.59210000739
9172 4969 -0.550814325525 1.77477453791e-05 -13.2284222026 -9.62670226112
9173 6112 -0.550826220288 2.61555067012e-05 -13.2284082347 -9.56723100253
9174 3840 -0.550848744744 1.26586822349e-05 -13.2283817972 -9.61725415783
9175 6959 -0.550856669337 2.31154916977e-05 -13.2283724999 -9.58144354631
9176 5925 -0.550874189212 2.39369995714e-05 -13.2283519525 -9.53731202791
9177 4561 -0.550893668303 2.05222067584e-05 -13.2283291194 -9.5488894457
9178 4470 -0.55090922588 1.65894573753e-05 -13.2283108919 -9.59764118832
9179 5859 -0.550919611967 2.15580663711e-05 -13.2282987279 -9.59396912262
9180 5398 -0.55093563743 2.23009324741e-05 -13.2282799662 -9.55017348608
9181 4742 -0.550953338175 1.68935162505e-05 -13.2282592529 -9.55717011084
9182 6066 -0.550963780896 2.33264499647e-05 -13.2282470378 -9.57410501858
9183 4741 -0.550980652654 1.86714646484e-05 -13.2282273101 -9.58611116306
9184 5293 -0.550993561474 2.26817464084e-05 -13.2282122225 -9.57568221787
9185 4383 -0.551010774619 1.92082772434e-05 -13.2281921127 -9.61129131352
9186 4966 -0.55102642838 2.19376505502e-05 -13.2281738331 -9.66413521397
9187 4381 -0.551043890994 1.89577131161e-05 -13.2281534509 -9.57825922614
9188 4976 -0.551058709323 2.14936725151e-05 -13.2281361629 -9.54872137323
9189 4640 -0.551075717552 1.38756189408e-05 -13.228116329 -9.59369235634
