100 100000 0.75 gpomdp bernstein 30000000
250 3422 0.067261555994 2.63672699425e-05 201.424978806 -12.9512917799
251 3407 0.0675518872184 2.63075097517e-05 196.952416828 -12.8123450872
252 3409 0.0678409485237 2.62092872595e-05 192.687116973 -12.8660940076
253 3426 0.0681280799076 2.64396316919e-05 188.624263338 -12.9058366332
254 3402 0.0684190229213 2.60584692346e-05 184.673625442 -12.8970389882
255 3452 0.0687020521795 2.63621114555e-05 180.981470489 -12.7867019623
256 3438 0.068989639761 2.67053056766e-05 177.373587816 -12.8319145364
257 3350 0.0692890341022 2.58039318593e-05 173.762701597 -12.8808969947
258 3448 0.0695700399667 2.69113130339e-05 170.500715476 -12.8352633111
259 3326 0.0698730276059 2.61071739027e-05 167.113755132 -12.8760801666
260 3359 0.0701650666816 2.61212484398e-05 163.97007654 -12.9452577584
261 3397 0.0704531849351 2.61570375727e-05 160.978615882 -12.9067767283
262 3425 0.0707397064935 2.68640046996e-05 158.106453606 -12.8615765803
263 3312 0.0710435402053 2.64788001997e-05 155.166856415 -12.8306256913
264 3280 0.0713457883936 2.60707977563e-05 152.345357389 -12.8910121125
265 3327 0.0716394106875 2.6260311351e-05 149.697492846 -12.8710021258
266 3339 0.0719338091852 2.63921602267e-05 147.130159129 -12.8393202593
267 3329 0.0722300681371 2.62056877152e-05 144.630766092 -12.897727045
268 3353 0.0725225012788 2.60921997108e-05 142.24248367 -12.9553825628
269 3395 0.0728107027634 2.63830748382e-05 139.961800949 -12.9720004885
270 3370 0.0731051227857 2.59271410331e-05 137.703333206 -12.9415970846
271 3445 0.0733875053488 2.68576762605e-05 135.601984132 -12.9029995194
272 3331 0.0736897797954 2.6266178204e-05 133.419744796 -12.92638412
273 3339 0.0739846059638 2.60132368157e-05 131.355195361 -12.8253371995
274 3410 0.0742691649617 2.66042930991e-05 129.419788586 -12.8913488838
275 3355 0.0745656473966 2.61822780241e-05 127.460541433 -12.9369692364
276 3376 0.0748568764599 2.63909570841e-05 125.590507539 -12.9954743941
277 3358 0.0751515564225 2.62528175085e-05 123.750985336 -12.9529100094
278 3370 0.0754433288006 2.67487294397e-05 121.979666955 -12.9494786859
279 3286 0.0757477520252 2.59644837796e-05 120.182453804 -12.9803439477
280 3352 0.0760382638716 2.63179146865e-05 118.51388814 -13.0496134172
281 3342 0.0763341991786 2.67361128481e-05 116.859013345 -12.9597115352
282 3258 0.0766416260129 2.56941786741e-05 115.185903417 -12.9429291951
283 3383 0.0769259073157 2.65232738457e-05 113.678874326 -12.9585627918
284 3349 0.0772215866778 2.67263660609e-05 112.150748794 -12.895196294
285 3271 0.0775271273733 2.58769596807e-05 110.612194312 -13.0094657736
286 3357 0.0778160449454 2.65643392756e-05 109.193823486 -12.988343136
287 3304 0.0781174612176 2.5885183697e-05 107.75047577 -12.9300996245
288 3388 0.0784039262845 2.64253729582e-05 106.411914916 -13.0140868186
289 3369 0.0786972890956 2.64423494142e-05 105.073448111 -13.0262890007
290 3337 0.0789947921375 2.65335149637e-05 103.748319888 -12.9649599435
291 3291 0.0792970398371 2.63079918498e-05 102.434115201 -12.98167728
292 3289 0.0795971255255 2.61392868622e-05 101.160148177 -13.0799075212
293 3323 0.0798917575787 2.62187255754e-05 99.9381881694 -13.0715057796
294 3349 0.0801841889917 2.65026037098e-05 98.7526642269 -13.016597925
295 3315 0.0804831973835 2.64386380619e-05 97.5676639922 -13.0619460339
296 3297 0.0807828682639 2.63048079469e-05 96.4066980917 -12.9486911972
297 3300 0.081081408588 2.63890168172e-05 95.2757683641 -13.0326432616
298 3288 0.0813816471976 2.5763985613e-05 94.1633815643 -12.9766399731
299 3398 0.0816656926552 2.63531695114e-05 93.1333095792 -13.0200407265
300 3387 0.0819573981342 2.70563356279e-05 92.0973351656 -13.0270526614
301 3237 0.082270551232 2.57938663745e-05 91.0090843754 -13.1212558932
302 3341 0.0825596039141 2.6449927749e-05 90.025854337 -12.9488920722
303 3315 0.0828582758813 2.64573533887e-05 89.0306797845 -13.0695707421
304 3279 0.0831613690876 2.64852604115e-05 88.041699405 -13.0412146174
305 3248 0.0834664270953 2.65771665852e-05 87.0669357446 -13.0641681246
306 3200 0.0837772140103 2.58345105323e-05 86.0944885163 -13.0396536082
307 3295 0.0840707624246 2.65128747577e-05 85.1945147736 -13.0656730676
308 3255 0.0843760477875 2.61876874768e-05 84.2770837446 -13.0159338204
309 3279 0.0846752895474 2.61187073142e-05 83.3956086237 -13.0842133542
310 3315 0.0849707300414 2.65138399502e-05 82.5421089643 -13.061438947
311 3269 0.0852752168361 2.65187269809e-05 81.6794167148 -12.9884558741
312 3229 0.0855828948417 2.57927040779e-05 80.8246475156 -13.1326786744
313 3333 0.0858725089498 2.66806673343e-05 80.0352006779 -13.0069821605
314 3261 0.0861789410242 2.62323229231e-05 79.2154444589 -13.1804255971
315 3263 0.086481752919 2.6653408466e-05 78.4206277491 -13.1192181781
316 3194 0.0867946498305 2.58942638516e-05 77.6148210639 -13.0612307219
317 3286 0.0870885220902 2.60874061642e-05 76.8719424304 -13.1793157079
318 3328 0.0873825447169 2.66886183152e-05 76.1418253408 -13.0418366602
319 3251 0.0876904291039 2.63203297383e-05 75.3910002852 -13.0753656812
320 3248 0.0879942274915 2.59010004289e-05 74.6635235431 -13.0857371326
321 3331 0.08828538318 2.64092304668e-05 73.9784677981 -13.1233830121
322 3310 0.0885844747032 2.63592643023e-05 73.286798174 -13.1362601324
323 3297 0.0888843858297 2.68872739027e-05 72.6051898314 -13.0179653986
324 3172 0.0892035788386 2.57005251292e-05 71.8925680045 -13.0298894771
325 3297 0.0894948669694 2.65234106409e-05 71.2534753748 -13.2225954607
326 3248 0.0898015970791 2.62824043706e-05 70.5917885786 -13.1203931963
327 3257 0.0901034396576 2.61065011728e-05 69.9516649298 -13.2344553547
328 3292 0.0904012409301 2.61818558023e-05 69.3305569114 -13.2069464275
329 3317 0.0906971277894 2.62711725346e-05 68.7234652284 -13.1862813932
330 3325 0.0909930864708 2.67811926602e-05 68.1259800707 -13.1181750008
331 3236 0.0913026690675 2.62842511186e-05 67.5111768775 -13.1272909385
332 3239 0.0916069210326 2.66075431645e-05 66.9168615382 -13.1945508523
333 3183 0.0919199758901 2.56433037469e-05 66.3153456859 -13.1000037833
334 3316 0.0922093373585 2.67689734163e-05 65.7681562483 -13.0845436669
335 3221 0.0925212570287 2.5951119415e-05 65.1875526513 -13.1311095256
336 3298 0.0928152232815 2.65760108107e-05 64.6489429668 -13.1543279201
337 3245 0.0931222029178 2.67390918438e-05 64.0951644448 -13.230910279
338 3163 0.0934387833451 2.55891724128e-05 63.5331324542 -13.1624219095
339 3302 0.093729247332 2.66667781338e-05 63.0253765443 -13.1269380698
340 3234 0.0940378728594 2.63967597771e-05 62.4939780428 -13.1729297956
341 3220 0.0943447418895 2.65865383978e-05 61.9736974491 -13.1577151758
342 3166 0.0946595041366 2.55233511355e-05 61.4482265213 -13.2555453362
343 3313 0.0949486807727 2.69783887189e-05 60.9726178455 -13.1381050003
344 3187 0.0952652673202 2.59755612888e-05 60.4596029326 -13.2263767715
345 3246 0.0955656861221 2.63330817111e-05 59.9800431145 -13.2411317196
346 3243 0.0958698064955 2.65527945301e-05 59.5016127268 -13.2667915704
347 3193 0.0961818596613 2.61785125808e-05 59.0179033105 -13.1682094752
348 3219 0.096486404536 2.65500933069e-05 58.5527117873 -13.2532377494
