100 100000 0.75 gpomdp iter_bernstein 20000000
1073 693 -0.00205841040503 2.08727363925e-07 -54.8227822945 -12.0635419513
1074 635 -0.00206053333117 1.99078039205e-07 -54.8209506699 -12.0165785825
1075 679 -0.00206244400873 2.1930445634e-07 -54.8193022887 -12.2394152004
1076 702 -0.00206450759638 1.72041736609e-07 -54.8175221152 -12.106958061
1077 675 -0.00206614949036 2.03043629291e-07 -54.8161058136 -12.207689819
1078 651 -0.00206816020052 1.95414037112e-07 -54.8143714836 -11.9362863373
1079 662 -0.00207007268784 1.72388339343e-07 -54.812721991 -12.2220790108
1080 718 -0.00207162282195 2.20001413732e-07 -54.8113851056 -11.7939497071
1081 650 -0.00207383609216 2.22851358615e-07 -54.8094764386 -12.347902227
1082 658 -0.00207607305962 1.86761570396e-07 -54.8075474893 -12.3804220067
1083 703 -0.00207779794796 2.00991644312e-07 -54.8060602139 -12.1695390257
1084 693 -0.00207968708949 2.10320607905e-07 -54.8044314174 -11.9950405849
1085 659 -0.00208176934397 1.85351947645e-07 -54.8026362484 -12.1058643079
1086 697 -0.00208348390259 1.89325878164e-07 -54.8011581805 -12.1297298742
1087 676 -0.00208527778935 2.06303731514e-07 -54.7996118233 -12.1319826157
1088 669 -0.00208728963554 1.96685327477e-07 -54.7978776997 -12.1332121765
1089 665 -0.00208921357609 2.10079726918e-07 -54.7962194635 -12.2152617216
1090 679 -0.002091223791 2.09144493147e-07 -54.7944869897 -12.1769675765
1091 700 -0.00209318188405 1.63529021461e-07 -54.792799556 -12.0777923582
1092 695 -0.00209467700127 1.75562620965e-07 -54.7915111823 -11.8548937539
1093 657 -0.00209637471394 2.05958686806e-07 -54.7900483114 -11.8800839471
1094 652 -0.0020984295812 1.99327862866e-07 -54.7882778092 -12.2626960877
1095 688 -0.00210030815238 2.51776216913e-07 -54.7866593199 -12.2906884224
1096 677 -0.00210278476757 2.012687673e-07 -54.7845257499 -12.0724840311
1097 678 -0.00210471483215 2.15952774917e-07 -54.7828631566 -12.3484326154
1098 677 -0.00210679700901 2.46247206067e-07 -54.7810696595 -12.4078801839
1099 740 -0.00210901969927 1.8376628313e-07 -54.7791552775 -12.2825348209
1100 722 -0.0021106664648 2.13713675977e-07 -54.7777370321 -11.8165702136
1101 682 -0.00211269499155 1.95887435184e-07 -54.7759901167 -12.0811614977
1102 692 -0.00211454226144 2.25188405223e-07 -54.7743994053 -12.1674255054
1103 734 -0.00211656789526 2.04326643036e-07 -54.7726552228 -12.009152075
1104 696 -0.00211847381997 1.99083258627e-07 -54.7710142316 -12.1460299059
1105 723 -0.00212027467343 2.17541307317e-07 -54.7694638089 -11.9859809796
1106 634 -0.00212252012298 2.04628040622e-07 -54.7675307563 -12.1946932995
1107 670 -0.00212450296361 2.25902203292e-07 -54.7658239062 -12.2200277798
1108 726 -0.00212655232459 2.12980508885e-07 -54.7640599218 -12.0496567503
1109 644 -0.00212870258497 1.84982204819e-07 -54.7622092272 -12.0861474456
1110 680 -0.00213047452096 2.29194954061e-07 -54.7606842571 -12.2421288599
1111 720 -0.00213257168604 2.35154076052e-07 -54.7588795118 -12.2286746732
1112 668 -0.0021348846152 1.76889209489e-07 -54.7568892445 -12.1834645204
1113 715 -0.00213646682496 2.03603532338e-07 -54.7555278533 -12.0209552849
1114 708 -0.00213832638113 1.90884161114e-07 -54.7539279214 -12.0317245285
1115 692 -0.0021401107393 1.81595275454e-07 -54.7523927886 -12.2534928206
1116 674 -0.00214184041172 2.10507908031e-07 -54.7509047967 -11.9926139081
1117 645 -0.00214395123305 1.67213852889e-07 -54.749089037 -12.1802755336
1118 731 -0.00214543102401 1.93543748571e-07 -54.7478161805 -12.1616918988
1119 679 -0.00214725957707 2.27489405566e-07 -54.7462434259 -12.1735022819
1120 714 -0.00214937394871 1.92654902405e-07 -54.7444249642 -11.9696728081
1121 657 -0.00215125936543 1.97326157396e-07 -54.7428035305 -12.2175926028
1122 713 -0.00215306463428 2.17666817452e-07 -54.7412511252 -12.072179776
1123 660 -0.00215521111158 2.15802456838e-07 -54.7394054347 -12.3197547242
1124 711 -0.00215720846297 1.93478028062e-07 -54.7376881001 -11.9909072684
1125 661 -0.00215910351691 2.1165444437e-07 -54.7360588346 -12.1540239346
1126 687 -0.0021611175176 1.92541002267e-07 -54.7343274259 -12.0772161496
1127 667 -0.0021629696528 1.775245076e-07 -54.7327352806 -12.0528806609
1128 656 -0.00216469378213 2.1973137874e-07 -54.7312532672 -12.431734025
1129 705 -0.00216675151385 1.85098531654e-07 -54.7294846178 -12.1097993031
1130 704 -0.00216844400453 2.04298201151e-07 -54.7280299957 -12.1597049144
1131 654 -0.00217046791028 1.98331582325e-07 -54.726290652 -12.2264760802
1132 729 -0.00217224096879 2.32572223973e-07 -54.7247669896 -12.1772228249
1133 688 -0.00217445132802 2.44166821928e-07 -54.7228676717 -12.1533993014
1134 691 -0.00217678523499 1.91635121775e-07 -54.7208623542 -11.9921861163
1135 703 -0.00217854244321 2.40171943742e-07 -54.7193526526 -12.198717827
1136 682 -0.00218085643012 1.89819136719e-07 -54.7173647402 -12.1900899657
1137 698 -0.00218260587438 2.03381958383e-07 -54.7158619271 -12.1527424385
1138 665 -0.00218457969942 1.91534629946e-07 -54.7141664784 -12.110047778
1139 664 -0.00218645180773 1.97115629357e-07 -54.7125585112 -12.0568822695
1140 711 -0.00218825117268 2.16155797976e-07 -54.711013125 -12.3080516015
1141 683 -0.00219032212618 2.07546877256e-07 -54.7092346076 -12.1135767968
1142 653 -0.00219238418476 2.05468662616e-07 -54.7074638596 -12.3213832144
1143 708 -0.00219427697078 1.89072173176e-07 -54.7058385855 -12.074542853
1144 704 -0.00219600889547 2.21410968082e-07 -54.7043515339 -12.3091066633
1145 670 -0.00219817269211 2.01405602155e-07 -54.7024938008 -12.1334995772
1146 645 -0.00220020286241 1.7889661394e-07 -54.7007509234 -11.9703947929
1147 665 -0.00220192452495 2.15883179691e-07 -54.6992729952 -12.1386667299
1148 661 -0.00220405923825 1.99897693411e-07 -54.6974406175 -12.0771427782
1149 664 -0.00220601883506 2.10693188233e-07 -54.6957586777 -12.3133431701
1150 713 -0.00220794732331 2.2586288271e-07 -54.6941035535 -12.2439607261
1151 663 -0.00221016997025 1.95315291262e-07 -54.6921961088 -12.2535228001
1152 707 -0.0022119661198 2.55956782707e-07 -54.6906547888 -12.1139813932
1153 691 -0.00221442875206 2.0794917872e-07 -54.688541704 -12.2321040314
1154 701 -0.00221635901643 2.35309757909e-07 -54.6868855523 -12.1922248158
1155 664 -0.00221868678907 1.80776301106e-07 -54.6848884932 -12.1975561975
1156 715 -0.00222032355474 2.19826883817e-07 -54.6834843669 -12.0418586339
1157 679 -0.00222244136095 2.03932748607e-07 -54.6816676937 -11.9631535089
1158 688 -0.00222437197483 1.86889200157e-07 -54.6800117153 -12.1601870458
1159 658 -0.00222620741011 1.83519225343e-07 -54.6784374818 -12.1052961142
1160 706 -0.00222788292507 1.76073078544e-07 -54.6770005002 -12.1671672995
1161 725 -0.00222945171973 2.17591226343e-07 -54.6756551236 -12.2463322544
1162 698 -0.00223148984676 2.00584564125e-07 -54.6739073664 -12.0080083033
1163 697 -0.00223335960509 2.18551943065e-07 -54.6723041022 -12.3225617514
1164 776 -0.00223521286194 2.01861539919e-07 -54.6707150931 -11.8593990356
1165 706 -0.00223707381202 2.28674610682e-07 -54.6691195933 -12.1762275658
1166 686 -0.00223924986029 1.78872920363e-07 -54.667254076 -12.1045390427
1167 722 -0.00224083461379 2.23083788381e-07 -54.6658955643 -12.139645204
1168 656 -0.00224304124827 2.14192524551e-07 -54.6640040801 -12.1921729302
1169 678 -0.0022451208324 2.15551787567e-07 -54.6622216372 -12.1853541384
1170 681 -0.00224719018837 1.89717199542e-07 -54.6604480921 -12.0559196953
1171 697 -0.00224894118531 1.95082084305e-07 -54.6589474994 -11.9776146269
1172 696 -0.00225075736934 1.86779057311e-07 -54.6573911407 -11.858812251
1173 642 -0.00225262873281 1.89857584061e-07 -54.6557876019 -12.2110530429
1174 694 -0.00225439368749 1.84908145395e-07 -54.654275341 -12.2066866111
1175 672 -0.00225616529272 1.96519695969e-07 -54.6527574774 -11.9598575606
1176 670 -0.00225807048319 1.5290485342e-07 -54.6511252685 -12.1625646427
1177 731 -0.00225939917917 1.96471059598e-07 -54.6499870177 -11.966559103
1178 670 -0.00226128754444 1.9713169267e-07 -54.6483694092 -12.0330249283
1179 699 -0.00226311026083 1.91019257312e-07 -54.6468081399 -12.0924549317
1180 639 -0.00226503044696 1.85500004556e-07 -54.6451634914 -11.9806954017
1181 670 -0.00226680993911 2.11177981858e-07 -54.6436394485 -11.9760459265
1182 677 -0.00226885786987 1.86257047061e-07 -54.6418856214 -12.1411102772
1183 643 -0.00227072022437 1.70927025031e-07 -54.640290831 -11.8559952203
1184 697 -0.00227229813499 1.81830727993e-07 -54.6389397012 -12.1260871698
1185 666 -0.00227403906656 2.18198138238e-07 -54.6374490685 -12.3259065359
1186 675 -0.00227614358147 1.87479328936e-07 -54.6356472492 -12.2600897078
1187 697 -0.00227789528911 1.97648031792e-07 -54.6341475954 -12.1184354618
1188 682 -0.0022797600989 1.91273791776e-07 -54.6325512165 -12.1394210593
1189 683 -0.002281569072 1.95012192389e-07 -54.6310027383 -12.0941852464
1190 661 -0.00228348722972 1.97837633492e-07 -54.6293609072 -12.0578353826
1191 700 -0.00228532121546 2.30834311971e-07 -54.6277912273 -12.1563473252
1192 704 -0.00228748922011 2.26575642725e-07 -54.625935798 -12.272716175
1193 669 -0.00228972210515 1.86210350203e-07 -54.6240249923 -12.0768363469
1194 705 -0.00229144010435 2.0557565233e-07 -54.622554907 -12.2247966634
1195 678 -0.00229342038306 2.04446577202e-07 -54.6208605016 -12.2481966838
1196 746 -0.00229521527557 1.96802866379e-07 -54.6193248233 -12.1324219349
1197 684 -0.00229707930964 2.0582009247e-07 -54.6177300926 -12.1263257571
1198 698 -0.00229901334111 1.8886817114e-07 -54.6160755891 -12.3240308716
1199 661 -0.00230085504195 2.12201840524e-07 -54.6145001776 -12.1687790081
1200 743 -0.00230273773483 1.91584762445e-07 -54.6128898078 -12.0818178754
1201 689 -0.00230452482952 1.91045592792e-07 -54.6113613081 -12.1188786311
1202 715 -0.00230624831488 1.96180418985e-07 -54.6098873056 -12.009491241
1203 749 -0.00230795883528 2.09145135347e-07 -54.6084244808 -12.2185251364
1204 678 -0.00230995903766 1.86205967753e-07 -54.6067140349 -12.2457021908
1205 684 -0.00231171883765 1.9278364556e-07 -54.6052092667 -12.1072343059
1206 712 -0.00231346232323 1.88080453079e-07 -54.6037185415 -11.9361173013
1207 701 -0.00231518596969 2.16671889406e-07 -54.6022448702 -12.005593577
1208 714 -0.00231716905915 1.97956046424e-07 -54.600549494 -12.0144245552
1209 664 -0.00231911219093 1.82205826267e-07 -54.5988883944 -12.3804522746
1210 726 -0.00232072580049 2.06339732615e-07 -54.5975090764 -12.0801495126
1211 651 -0.00232278432289 2.09528338398e-07 -54.5957495607 -11.9759933631
1212 701 -0.00232474259979 2.09263405355e-07 -54.5940758492 -11.9701901217
1213 709 -0.00232666398304 2.08126745901e-07 -54.5924337836 -12.1419931951
1214 687 -0.00232863094592 1.69778599344e-07 -54.5907528807 -11.882112799
1215 693 -0.00233021008027 2.20174109256e-07 -54.5894034887 -12.122752089
1216 659 -0.00233238330341 1.7581685368e-07 -54.5875465636 -12.0378276805
1217 657 -0.00233411411426 1.89813837099e-07 -54.5860677634 -12.2735367174
1218 697 -0.00233588972246 2.25601110811e-07 -54.5845507832 -12.029277094
1219 712 -0.00233798133797 2.50336736182e-07 -54.5827639469 -12.4911309766
1220 686 -0.00234040689082 2.37359328745e-07 -54.5806919995 -12.258183622
1221 742 -0.0023425334683 2.00800439879e-07 -54.5788755888 -12.0938587982
1222 678 -0.00234443871821 1.72070385043e-07 -54.5772483413 -12.0327573093
1223 693 -0.00234601903884 1.78661485956e-07 -54.5758986951 -11.9142172437
1224 672 -0.00234771785219 1.80297894105e-07 -54.5744479368 -11.9126376292
1225 663 -0.00234946637988 1.85948029435e-07 -54.5729548148 -12.0328224739
1226 701 -0.00235118695024 2.35905556274e-07 -54.5714856572 -12.3591661252
1227 724 -0.00235334609206 1.68784621771e-07 -54.5696421401 -11.9040446446
1228 701 -0.00235487854292 2.13246347811e-07 -54.5683337898 -12.1826646837
1229 654 -0.00235701026299 1.85213950683e-07 -54.5665139241 -12.1031201803
1230 691 -0.00235875101288 1.72271652331e-07 -54.565027935 -11.9817806048
1231 658 -0.00236041961245 1.82301659064e-07 -54.5636036232 -12.0511880397
1232 665 -0.00236217271834 1.91000130107e-07 -54.5621072682 -11.983329518
1233 657 -0.00236406101518 1.7779719928e-07 -54.560495626 -11.9592407853
1234 656 -0.00236579188542 2.01481746814e-07 -54.5590184409 -12.1276890872
1235 722 -0.00236762503725 1.84792629069e-07 -54.5574540643 -12.0370362121
1236 705 -0.00236931507075 2.07480684407e-07 -54.5560119125 -12.3470901386
1237 743 -0.00237114726599 2.53117899283e-07 -54.5544485481 -12.2202177006
1238 697 -0.00237353931534 1.97635806641e-07 -54.5524076281 -12.057068955
1239 669 -0.0023754585314 2.03158775686e-07 -54.5507702596 -11.9990216826
1240 678 -0.00237740961593 2.06998148265e-07 -54.5491058173 -12.2189484692
1241 723 -0.00237928172648 1.86442327243e-07 -54.5475088551 -12.1876907944
1242 663 -0.00238109491046 2.47885003977e-07 -54.5459622602 -12.4039087205
1243 723 -0.00238338367951 2.43920469052e-07 -54.5440101471 -12.2563742026
1244 716 -0.00238564739419 1.9948995618e-07 -54.5420795593 -12.0487491989
1245 716 -0.00238744627365 2.38690517879e-07 -54.5405455127 -12.3754616953
1246 675 -0.00238978918982 1.98631404502e-07 -54.5385476701 -12.0927163311
1247 698 -0.00239163699764 1.66924568576e-07 -54.5369721318 -11.7889697253
1248 658 -0.00239326601338 2.1757446679e-07 -54.535583233 -12.2541808375
1249 665 -0.00239541126768 2.08851171728e-07 -54.533754312 -12.1729087062
1250 663 -0.00239745438607 1.86835468988e-07 -54.5320125958 -12.1989902136
1251 704 -0.00239916711439 2.06262012027e-07 -54.5305526278 -12.1901517154
1252 675 -0.00240116622133 1.85662246459e-07 -54.5288486566 -12.0271846137
1253 686 -0.00240290555323 2.04747628093e-07 -54.5273662074 -12.1927899394
1254 676 -0.00240487353864 2.42596113064e-07 -54.5256889852 -12.2050691851
1255 674 -0.00240725912495 1.76889746647e-07 -54.5236560185 -12.0845527561
1256 693 -0.00240890974971 2.19822526641e-07 -54.5222494777 -11.9010608033
1257 700 -0.00241097613154 2.00758093402e-07 -54.5204887756 -12.0968259007
1258 700 -0.00241283170049 2.35660739447e-07 -54.5189078111 -12.0716324642
1259 676 -0.00241514458493 1.73222387824e-07 -54.5169373548 -12.0285957131
1260 647 -0.00241684435758 1.68011549926e-07 -54.5154893409 -12.0092115538
1261 686 -0.00241842081383 2.16893409537e-07 -54.5141464568 -12.0803221467
1262 644 -0.00242061712271 1.90289563704e-07 -54.5122756845 -12.1276585751
1263 674 -0.00242244956246 1.84617477044e-07 -54.5107149605 -11.9888869182
1264 692 -0.00242416156272 1.88705845582e-07 -54.5092569089 -12.1220052296
1265 666 -0.00242599173314 1.93101780927e-07 -54.5076983139 -12.0846161416
1266 688 -0.00242779857194 1.81926557252e-07 -54.5061596879 -12.0844633648
1267 653 -0.00242959946098 1.61914790717e-07 -54.5046262266 -12.1870833887
1268 697 -0.0024310878577 2.21751322638e-07 -54.5033589274 -12.045553229
1269 638 -0.00243336412498 2.03588983362e-07 -54.5014209234 -12.2926265408
1270 729 -0.00243519924589 1.98800983285e-07 -54.4998586235 -12.0854492625
1271 636 -0.00243722329878 2.26559780764e-07 -54.4981355977 -12.0399302289
1272 715 -0.00243932157848 2.37654059546e-07 -54.4963495152 -12.1424013202
1273 693 -0.0024415722828 2.01613632905e-07 -54.4944338349 -12.0466292325
1274 706 -0.00244343830313 2.02463089233e-07 -54.4928456933 -12.1134642749
1275 694 -0.00244532032766 1.9304828551e-07 -54.4912440375 -12.0668130083
1276 700 -0.00244709608328 2.01594237334e-07 -54.4897329176 -12.1887284208
1277 642 -0.00244913331807 1.96640892762e-07 -54.4879994035 -12.1459153143
1278 686 -0.00245100708886 1.82563130836e-07 -54.4864050941 -12.215285413
1279 669 -0.00245277066033 1.93667031262e-07 -54.4849046453 -12.0048141635
1280 676 -0.00245463822166 1.98198545526e-07 -54.4833158244 -12.0539521428
1281 718 -0.00245642246236 1.91681891436e-07 -54.4817979865 -12.1698165925
1282 671 -0.00245825944625 2.00591085411e-07 -54.480235381 -12.1328370788
1283 672 -0.00246021133649 1.92957619721e-07 -54.4785751437 -12.1282982473
1284 665 -0.00246209499197 1.69924091974e-07 -54.4769730545 -11.8374803341
1285 661 -0.00246374211522 1.92668445658e-07 -54.4755722288 -12.0590597147
1286 691 -0.00246554043924 1.89895223486e-07 -54.4740429053 -12.29352506
1287 724 -0.00246722981326 2.23922676754e-07 -54.4726063236 -12.2737629763
1288 683 -0.00246936509644 1.75054174139e-07 -54.4707906803 -11.9475772429
1289 668 -0.00247104221659 2.20335100095e-07 -54.4693647121 -12.1511041675
1290 727 -0.00247302808896 1.89269032813e-07 -54.4676763377 -12.1557838018
1291 706 -0.00247476251142 1.66146660567e-07 -54.4662018417 -12.0002739599
1292 680 -0.00247632223634 1.8740409598e-07 -54.4648759399 -11.9364126378
1293 717 -0.00247800644754 2.19837118259e-07 -54.4634442964 -12.1194858597
1294 684 -0.00248009695806 1.96152936176e-07 -54.4616674021 -12.1755862226
1295 765 -0.00248176163356 2.44684111305e-07 -54.4602525537 -12.3165442725
1296 704 -0.00248404348908 2.58450613796e-07 -54.4583132849 -12.2099790789
1297 742 -0.00248637437899 1.94441252312e-07 -54.4563325056 -12.0412823845
1298 658 -0.00248829031484 1.83784380188e-07 -54.4547044751 -12.2389539505
1299 717 -0.00248993708924 1.99420126696e-07 -54.4533052479 -12.1173486231
1300 696 -0.00249178166268 1.68513698129e-07 -54.4517380524 -12.0380964013
1301 706 -0.00249331252799 2.22898136265e-07 -54.450437469 -12.1575953788
1302 664 -0.00249551758005 1.73455285952e-07 -54.4485642383 -11.9111815247
1303 735 -0.00249704538278 1.69049109522e-07 -54.4472664288 -11.9078978574
1304 691 -0.00249860990543 2.22166344508e-07 -54.4459375001 -12.2938456688
1305 695 -0.00250069707644 2.18431076853e-07 -54.444164741 -12.0559121669
1306 683 -0.00250277611059 2.100468321e-07 -54.4423990236 -12.12389722
1307 709 -0.0025047245782 1.81001579136e-07 -54.4407443141 -12.1604773396
1308 698 -0.00250637975805 2.13070985555e-07 -54.4393387652 -12.2740165347
1309 743 -0.00250825733541 1.91238346611e-07 -54.4377444602 -12.0509370747
1310 712 -0.00250997839796 1.88290282323e-07 -54.4362831497 -12.1249577515
1311 727 -0.00251165217714 1.9469104956e-07 -54.4348620719 -12.1998449776
1312 712 -0.0025134341736 2.05249326005e-07 -54.4333492078 -12.3070999619
1313 746 -0.00251522704675 2.40413425249e-07 -54.4318272063 -12.2492574735
1314 661 -0.00251761333888 1.92812069821e-07 -54.4298015911 -12.0953183854
1315 707 -0.00251939455019 2.26353990633e-07 -54.4282897133 -12.0930592755
1316 665 -0.00252162371673 1.85283146287e-07 -54.4263977494 -12.1496655726
1317 704 -0.00252331820669 2.11568702064e-07 -54.4249596823 -12.11634162
1318 656 -0.00252543133818 1.86246807166e-07 -54.4231664469 -12.2949219144
1319 667 -0.00252724027349 2.09075392616e-07 -54.4216314637 -12.1577117245
1320 674 -0.00252926282616 1.90566237198e-07 -54.4199153308 -12.2049623264
1321 712 -0.00253099295875 2.31372680262e-07 -54.4184474136 -12.1430053885
1322 632 -0.00253337466336 2.09528262758e-07 -54.4164268226 -12.3596150936
1323 672 -0.00253541976249 2.01285883867e-07 -54.4146919373 -12.2677510125
1324 701 -0.00253729283982 1.86468067238e-07 -54.4131030907 -12.126941407
1325 698 -0.00253901109286 1.96675322252e-07 -54.4116456674 -12.0560506036
1326 698 -0.0025408435917 1.833728378e-07 -54.4100914386 -12.0772680395
1327 712 -0.00254251100416 2.0387819829e-07 -54.4086773151 -12.0172744396
1328 667 -0.00254450353103 1.78023329678e-07 -54.4069875734 -12.0345955597
1329 663 -0.00254622590584 1.95696844725e-07 -54.4055270276 -12.0532103644
1330 679 -0.00254809115319 1.78554407756e-07 -54.4039454288 -12.0640332183
1331 727 -0.00254967198972 2.07084690173e-07 -54.4026050723 -12.1183211797
1332 697 -0.00255160724427 2.2082630987e-07 -54.4009643148 -12.1305569377
1333 640 -0.00255384501936 1.77385414937e-07 -54.3990672131 -12.0930854628
1334 693 -0.0025555049815 1.91648566119e-07 -54.3976600568 -12.0284041318
1335 687 -0.00255732224746 2.01436210532e-07 -54.3961196483 -12.1229948486
1336 672 -0.00255927787301 1.90530271941e-07 -54.39446207 -12.0952468041
1337 707 -0.00256102204256 2.38940758132e-07 -54.3929838177 -12.1942043028
1338 671 -0.00256335791732 1.99423557109e-07 -54.391004215 -11.9758012951
1339 682 -0.00256525026426 2.17403868729e-07 -54.3894006126 -12.2978120569
1340 663 -0.00256739904548 1.93061990043e-07 -54.3875798345 -12.2595074962
1341 678 -0.00256925580446 1.89567656092e-07 -54.3860066143 -12.010621987
1342 682 -0.00257106079013 1.63571310902e-07 -54.3844773604 -12.2557395297
1343 701 -0.00257255436702 1.7735195844e-07 -54.3832120182 -12.0742091164
1344 647 -0.00257430370924 2.29608125365e-07 -54.3817300794 -12.3534357459
1345 688 -0.00257650380446 1.8933443475e-07 -54.3798664199 -12.1184286759
1346 662 -0.00257834065667 2.09764184691e-07 -54.3783105681 -11.9412152116
1347 688 -0.00258032904138 2.0393082258e-07 -54.3766264793 -12.1609323347
1348 716 -0.00258218098109 2.13139462727e-07 -54.3750580611 -11.9901692925
1349 683 -0.00258420143446 1.64610324781e-07 -54.3733470451 -12.1181643011
1350 662 -0.00258578107201 2.24321253364e-07 -54.3720094182 -12.2704341377
1351 715 -0.00258783690859 1.80532398567e-07 -54.3702686612 -12.0752325712
1352 673 -0.00258955792455 1.99752160666e-07 -54.3688115073 -12.1390516706
1353 705 -0.00259139718391 1.88474365716e-07 -54.3672543371 -12.050750088
1354 671 -0.00259321295449 1.82271426541e-07 -54.3657171526 -12.1105207976
1355 682 -0.00259492261116 2.24731365014e-07 -54.3642698919 -12.0815710202
1356 698 -0.00259702633378 1.97837876463e-07 -54.3624891662 -12.2201552443
1357 666 -0.00259894131048 1.92576776386e-07 -54.3608683225 -11.978737405
1358 678 -0.00260079248595 1.77190879734e-07 -54.359301585 -12.1523205766
1359 702 -0.00260242284868 2.39291598022e-07 -54.3579218168 -12.1737892623
1360 707 -0.0026046664046 2.06388681483e-07 -54.3560232364 -12.1241102488
1361 653 -0.00260673151842 1.7431498753e-07 -54.3542757938 -11.8418563347
1362 671 -0.00260838981503 2.24600690692e-07 -54.3528726812 -12.0812204325
1363 686 -0.00261053509621 1.92014328561e-07 -54.351057645 -12.1754021217
1364 657 -0.0026124170359 2.12403052334e-07 -54.349465525 -12.1577743345
1365 657 -0.00261451773174 2.20438441014e-07 -54.3476884628 -12.3123712727
1366 755 -0.00261645502193 2.23192352754e-07 -54.3460497491 -12.1718287675
1367 659 -0.00261867215059 2.16014067062e-07 -54.3441744638 -12.3155239957
1368 727 -0.00262062731641 2.01778842979e-07 -54.3425208732 -12.1010635729
1369 664 -0.00262260399623 1.90346883291e-07 -54.3408492035 -12.0097146876
1370 689 -0.00262438039294 1.85578171793e-07 -54.3393470122 -11.9836975343
1371 618 -0.00262631845578 1.69021495649e-07 -54.3377082174 -12.1005198782
1372 683 -0.00262791568553 2.12591549745e-07 -54.33635771 -12.1043217456
1373 685 -0.00262994747891 2.16168721535e-07 -54.3346398761 -11.7377232323
1374 654 -0.0026321039037 2.10219565168e-07 -54.3328168043 -12.0330570149
1375 623 -0.00263429954809 1.73210455554e-07 -54.3309607187 -12.1834222756
1376 685 -0.00263593005106 2.01081394564e-07 -54.3295824682 -12.0848769734
1377 676 -0.00263787399949 1.9689823469e-07 -54.3279393687 -12.0046971988
1378 692 -0.00263972171791 2.1837754097e-07 -54.3263777114 -12.2171010423
1379 684 -0.00264179769722 2.04324169846e-07 -54.324623254 -12.1083420178
1380 637 -0.00264386335646 1.76033990205e-07 -54.3228776464 -12.158346781
1381 676 -0.00264554714787 1.84434945044e-07 -54.3214548346 -12.139207871
1382 701 -0.00264723378306 1.92091596794e-07 -54.3200297049 -12.1794442419
1383 694 -0.00264901863588 2.00595347984e-07 -54.3185216784 -12.101210114
1384 714 -0.00265084907591 1.93377150739e-07 -54.3169752341 -12.1312227507
1385 665 -0.00265271756341 1.96548174734e-07 -54.3153967488 -12.1830001654
1386 695 -0.00265454241858 1.95042740638e-07 -54.3138552245 -12.1615242213
1387 671 -0.00265643174621 2.01506652408e-07 -54.3122593428 -12.1348679667
1388 702 -0.00265831006257 2.17832542649e-07 -54.3106728679 -12.1502822159
1389 697 -0.00266036279849 1.91136181307e-07 -54.3089391943 -11.8716938983
1390 696 -0.00266213359968 2.08874880059e-07 -54.3074437346 -12.0357106437
1391 688 -0.00266412481773 1.9349653887e-07 -54.3057622426 -12.0122267438
1392 677 -0.00266597977544 2.12452445507e-07 -54.3041959228 -12.1568011723
1393 721 -0.00266791968287 1.89338939424e-07 -54.3025579817 -11.9272002966
1394 690 -0.00266967873829 1.84119793786e-07 -54.3010728384 -11.9690431251
1395 691 -0.00267138607165 1.92432088674e-07 -54.2996314515 -12.1494053288
1396 669 -0.00267325069368 1.95435263939e-07 -54.2980573759 -12.07742149
1397 656 -0.00267516582871 1.95913191591e-07 -54.2964407663 -12.2649385983
1398 666 -0.00267706628028 1.7064704825e-07 -54.2948366597 -12.0767184993
1399 705 -0.00267861270062 2.17484156325e-07 -54.2935314583 -12.2961233615
1400 712 -0.00268060034929 1.9942526385e-07 -54.2918539587 -12.0361027772
1401 685 -0.00268248198422 1.93980827614e-07 -54.2902660393 -12.0477596928
1402 668 -0.00268437227506 1.95121728147e-07 -54.2886709215 -11.9827673126
1403 692 -0.00268620018122 1.97729301534e-07 -54.2871285484 -12.0927651037
1404 691 -0.00268804331565 1.85829192592e-07 -54.2855734267 -12.0102550356
1405 661 -0.00268985341242 1.84012108751e-07 -54.2840462788 -12.0683260502
1406 657 -0.00269166683887 2.02442048257e-07 -54.2825164197 -12.2161994268
1407 689 -0.00269358546279 1.9069007803e-07 -54.2808979198 -12.1014721226
1408 698 -0.00269536320541 1.92087107986e-07 -54.2793983616 -11.866565981
1409 670 -0.00269721780339 1.76905976545e-07 -54.277834075 -12.0990291361
1410 712 -0.0026988243061 2.08669032119e-07 -54.2764791308 -12.3689336881
1411 726 -0.00270069277795 1.97238760858e-07 -54.2749033353 -11.9564397858
1412 613 -0.00270276911552 2.04755175747e-07 -54.2731523563 -12.1655360289
1413 689 -0.00270472512386 2.14631553848e-07 -54.2715029686 -12.117456926
1414 755 -0.0027065833418 2.06620800272e-07 -54.2699361476 -12.1601186951
1415 726 -0.00270843901075 1.95579301624e-07 -54.2683715786 -12.0405437932
1416 684 -0.00271027373332 1.97636022942e-07 -54.2668247709 -12.0484476761
1417 718 -0.00271205125912 1.98881541506e-07 -54.2653262801 -12.1834599491
1418 669 -0.00271396658022 2.20350288294e-07 -54.2637117305 -12.1846859081
1419 718 -0.00271598715255 2.34705048272e-07 -54.2620085761 -12.0108960329
1420 672 -0.00271829279226 2.12600459366e-07 -54.2600652852 -12.3585204354
1421 719 -0.00272022656095 1.90001947986e-07 -54.258435545 -11.9805386327
1422 679 -0.00272203329161 2.0342306238e-07 -54.2569129704 -12.2113601233
1423 645 -0.00272407816428 2.56387499201e-07 -54.2551898254 -12.1592052034
